owner_id,name,drive_license,address,phone
212,Милан Артемьевич Кулагин,82 77 598355,"с. Улан-Удэ, алл. Зои Космодемьянской, д. 5/9 к. 9/3, 829737",+78969083572
213,Петухова Нина Наумовна,40 29 882692,"клх Карабудахкент, наб. Лунная, д. 44 к. 4/2, 303477",8 (660) 324-2044
214,Волкова Пелагея Архиповна,94 80 284533,"к. Шахты, ш. Вишневое, д. 6/2 к. 3/4, 981898",+77139155963
215,Соболев Кир Феоктистович,64 37 251286,"ст. Чикола, пр. Грибоедова, д. 758, 342575",+70900348645
216,Нинель Натановна Кузнецова,97 25 660894,"к. Верхотурье, наб. Союзная, д. 67, 041776",8 612 481 5698
217,Зайцев Доброслав Феофанович,51 68 828980,"с. Камышлов, наб. Матросова, д. 412 стр. 79, 772429",8 431 652 6693
218,Исаева Елизавета Богдановна,12 12 685661,"к. Звенигород, пр. Карла Либкнехта, д. 3, 529108",8 771 333 44 76
219,Рябов Кондрат Геннадиевич,26 65 997935,"с. Домбай, наб. Васильковая, д. 89, 597107",+7 (563) 669-41-18
220,Олимпиада Матвеевна Кошелева,17 16 449031,"к. Темрюк, пр. Дружбы, д. 6/3 стр. 592, 875721",8 862 415 0274
221,Иванна Юрьевна Никонова,56 65 396668,"с. Забайкальск, бул. Победа, д. 88 к. 132, 207427",8 170 758 77 71
222,Беспалов Кондратий Гавриилович,28 25 466586,"д. Черняховск, пер. Новый, д. 26, 715041",8 591 520 17 77
223,Суханова Алина Яковлевна,90 44 723068,"клх Хатанга, алл. Сосновая, д. 6, 189616",+72361032664
224,Емельянов Пимен Ефстафьевич,92 93 261621,"клх Владикавказ, пер. Крымский, д. 8/7 к. 5/7, 659266",+7 085 732 78 81
225,Брагин Самсон Ефимович,47 69 558600,"клх Малгобек, пер. Войкова, д. 1, 081866",+7 794 549 18 01
226,Марфа Аскольдовна Михайлова,94 69 288274,"к. Черусти, пр. Химиков, д. 6 стр. 33, 941680",+7 610 277 6974
227,Силина Марфа Кузьминична,89 88 478251,"п. Алексин, ул. Юбилейная, д. 40, 236831",+77276012277
228,Медведева Кира Феликсовна,70 12 571351,"к. Алапаевск, бул. Космодемьянской, д. 8/9, 076789",87308069581
229,Валерия Святославовна Ефремова,44 92 537400,"клх Салехард, алл. Высотная, д. 67, 383959",8 (246) 657-29-34
230,Дементий Германович Яковлев,98 21 799459,"ст. Пушкин, наб. Белорусская, д. 18 к. 654, 280156",+7 931 837 45 50
231,Раиса Юльевна Агафонова,81 44 258522,"с. Серов, ул. Кузнечная, д. 381, 352478",8 (125) 521-37-60
232,Данила Архипович Федотов,41 70 457900,"к. Ярославль, алл. Деповская, д. 4/3 стр. 7/7, 850720",8 (115) 562-6060
233,Анастасия Семеновна Турова,94 92 258284,"с. Усть-Калманка, бул. Матросова, д. 1 к. 9, 673899",8 (563) 410-85-62
234,Панфилов Устин Ефстафьевич,76 79 397719,"г. Армавир, пер. Отрадный, д. 74 стр. 505, 101749",+7 753 998 9354
235,Ульяна Валентиновна Кулакова,46 95 922911,"г. Мценск, пер. Тупиковый, д. 8 стр. 726, 106273",8 (158) 698-86-49
236,тов. Гурьева Наина Валериевна,73 91 543990,"с. Серов, бул. Пригородный, д. 87, 285196",+7 159 408 21 54
237,Гаврила Викторович Шаров,57 48 408261,"к. Листвянка (Иркут.), алл. Восьмого Марта, д. 618, 067949",8 (567) 922-87-77
238,Юлия Наумовна Колесникова,29 51 193653,"к. Ульяновск, бул. Азина, д. 2, 094818",+7 398 909 83 78
239,Евгения Архиповна Егорова,12 25 790229,"ст. Челюскин, ул. Ломоносова, д. 1/8 к. 356, 085641",+7 182 422 41 24
240,Силин Любосмысл Гавриилович,62 96 277409,"к. Охотск, наб. Морская, д. 6/5, 103399",+7 (788) 614-0578
241,Калашников Игорь Аверьянович,62 18 607690,"п. Усть-Катав, ш. Кедровое, д. 7 стр. 2/9, 258238",8 870 079 42 00
242,Натан Иларионович Одинцов,71 44 726909,"г. Жиганск, пер. Ленинский, д. 2 стр. 2/3, 639855",+77435537950
243,Элеонора Руслановна Иванова,98 27 777844,"с. Усть-Кулом, бул. Восьмого Марта, д. 9/2 стр. 880, 569562",+7 175 370 3045
244,Антонова Елена Евгеньевна,34 21 955932,"г. Лазаревское, бул. Санаторный, д. 236 к. 9, 283999",+7 (192) 124-93-84
245,тов. Федосеева Тамара Робертовна,34 96 124240,"клх Беломорск, пр. Плеханова, д. 2 к. 8/6, 304687",8 063 519 0361
246,Арсений Богданович Новиков,41 35 272471,"ст. Апшеронск, ш. Герцена, д. 4 стр. 673, 583199",8 (179) 110-06-51
247,Ладислав Феликсович Голубев,26 17 941363,"д. Беломорск, ш. Революции, д. 2/7 к. 19, 676991",8 078 593 1109
248,Ульяна Владимировна Кабанова,18 85 927763,"с. Ставрополь, пер. 9 Января, д. 33 стр. 502, 854982",+7 (749) 545-08-92
249,Тамара Альбертовна Родионова,17 40 631741,"п. Каневская, наб. Севастопольская, д. 8/6, 946521",8 (073) 033-79-33
250,Ершова Милица Геннадиевна,71 52 946485,"г. Бугульма, ул. Донская, д. 84 к. 69, 033423",+72583230241
251,Венедикт Игоревич Колобов,12 96 243910,"с. Колпашево, ш. Жуковского, д. 78 к. 312, 386559",8 309 938 42 53
252,Владлен Яковлевич Меркушев,16 90 934259,"клх Ведено, ш. Ключевое, д. 78 к. 8, 255877",8 (496) 903-33-73
253,Наркис Владиленович Колобов,60 37 420863,"д. Вендинга, ш. Промышленное, д. 8, 390789",8 677 665 7546
254,Юдин Афиноген Ильясович,13 32 563143,"ст. Таштагол, пер. Крестьянский, д. 4 стр. 611, 835354",+74392840445
255,Лапина Агафья Руслановна,61 61 961784,"п. Кинешма, бул. Санаторный, д. 4/9 стр. 8/6, 536637",8 (805) 292-40-75
256,Олимпий Ефимович Большаков,53 38 539507,"п. Елатьма, пер. Черняховского, д. 4/7 к. 486, 159741",+7 (182) 097-02-31
257,Прохоров Станислав Арсеньевич,59 46 315893,"к. Томск, алл. Энгельса, д. 7/3, 286716",+7 (234) 672-9949
258,Егорова Евпраксия Александровна,35 74 851589,"г. Петрозаводск, ш. Лазурное, д. 8 стр. 8/1, 475469",+7 (632) 967-62-91
259,Беспалов Глеб Елизарович,60 99 145785,"клх Кедровый, пр. Индустриальный, д. 2 к. 785, 243807",+7 176 563 6004
260,Суворова Пелагея Рубеновна,24 27 443000,"д. Королев, пр. Казачий, д. 5/3 стр. 20, 418621",+7 427 523 0837
261,Галкина Валентина Натановна,99 16 977135,"г. Шатки, ул. Репина, д. 63, 310600",8 313 122 0681
262,Ефремова Евфросиния Тимофеевна,51 51 689356,"г. Кирово-Чепецк, ул. 70 лет Октября, д. 3, 650637",+7 (149) 501-3649
263,Стрелкова Татьяна Викторовна,73 23 847143,"д. Мураши, бул. Коминтерна, д. 35 стр. 8, 509976",8 (389) 030-9143
264,Кудрявцев Мстислав Эдуардович,64 41 749871,"п. Оймякон, бул. Почтовый, д. 89, 245086",+70355338033
265,Пров Абрамович Голубев,87 58 646802,"п. Беломорск, алл. Логовая, д. 31 стр. 93, 674233",8 293 449 73 47
266,Савва Феоктистович Родионов,20 56 517589,"ст. Старая Русса, ш. Революции, д. 2/5, 824674",8 (468) 971-52-73
267,Овчинников Мстислав Эдгардович,29 34 104383,"с. Одинцово, пр. Свердлова, д. 260 к. 3/4, 458750",8 633 705 02 49
268,Эраст Владиславович Попов,68 97 254525,"клх Оренбург, бул. Тихий, д. 36 к. 5/5, 946119",8 243 640 2701
269,Лапина Ия Оскаровна,18 99 538136,"к. Кажим, алл. Ивановская, д. 3/9 стр. 479, 302346",8 (912) 141-61-41
270,Мартынов Варлаам Августович,53 13 714094,"ст. Алагир, пер. Дачный, д. 138 стр. 9/5, 759655",8 535 669 0551
271,Вышеслав Адрианович Елисеев,10 68 832229,"клх Кош-Агач, пр. Шишкина, д. 4/1 к. 1, 057397",8 915 671 64 93
272,Прасковья Антоновна Гусева,28 76 699672,"к. Уссурийск, алл. Подстанция, д. 478 к. 33, 160256",+73471287153
273,Мельникова Марина Федоровна,83 86 167808,"п. Кропоткин (Краснод.), наб. Базарная, д. 415, 952569",+7 409 836 6552
274,Киселева Марфа Андреевна,76 94 730841,"п. Майкоп, пр. Макарова, д. 59, 095481",+79737460523
275,Князев Денис Чеславович,38 99 871464,"ст. Ессентуки, пер. Ветеранов, д. 7, 566184",+73861259047
276,Игнатов Святополк Ермолаевич,93 30 705193,"п. Каменск-Уральский, бул. Зеленый, д. 2 стр. 76, 015720",+7 859 626 30 13
277,Пестова Дарья Мироновна,60 72 417393,"ст. Онега, бул. 9 Января, д. 1 к. 211, 830999",8 (419) 267-64-92
278,Самойлова Синклитикия Геннадиевна,22 51 166582,"с. Усть-Кулом, ш. Восьмого Марта, д. 989 стр. 331, 087510",+7 (932) 184-01-18
279,Фокин Август Денисович,48 56 670873,"д. Магадан, пер. 9 Января, д. 89 стр. 9, 988310",+7 (032) 432-9839
280,Родионова Анжела Тимуровна,55 45 234733,"с. Жуковский, пр. Народный, д. 7 к. 48, 435989",+7 (625) 660-93-14
281,Исакова Ангелина Леоновна,25 78 215333,"к. Кущевская, ш. Космическое, д. 1, 636112",8 (497) 185-9484
282,Блохин Никита Гавриилович,87 22 150293,"с. Чулым, наб. Зеленая, д. 32, 940539",8 727 578 44 68
283,Ксения Наумовна Мамонтова,39 49 766511,"клх Валаам, бул. Ставропольский, д. 129, 487068",+7 (778) 816-09-30
284,Зинаида Станиславовна Зимина,64 99 660280,"п. Троицко-Печорск, алл. Линейная, д. 3, 067625",+7 538 144 74 43
285,Лев Якубович Шарапов,10 90 696474,"д. Сузун, наб. Лесная, д. 6/5, 105265",+7 167 318 8261
286,Зоя Дмитриевна Воронова,72 10 263190,"к. Ноглики, алл. Угольная, д. 377 к. 75, 531340",+7 (665) 023-74-16
287,Василиса Леонидовна Ситникова,72 80 619640,"п. Выборг, ш. Колхозное, д. 62, 305690",8 744 716 39 28
288,Иванна Ефимовна Харитонова,33 41 394795,"с. Волхов, бул. Р.Люксембург, д. 33 стр. 31, 043260",83106684335
289,Носкова Алла Кузьминична,64 71 164329,"к. Лазаревское, бул. Правды, д. 15 к. 10, 534749",+7 624 755 41 10
290,Лора Михайловна Гришина,97 80 907889,"п. Кыштым, пер. Серова, д. 212, 933711",8 (954) 738-2023
291,Федот Изотович Самсонов,63 80 846169,"клх Геленджик, ул. Клары Цеткин, д. 9/9 к. 529, 409036",8 (881) 278-68-66
292,Яковлев Филимон Григорьевич,87 44 316976,"д. Туапсе, наб. Проточная, д. 5 к. 123, 402424",+7 338 105 9551
293,Самсонов Юлий Ерофеевич,80 43 857155,"клх Александров, алл. Заливная, д. 14 к. 964, 735439",8 273 652 71 72
294,Евдокия Феликсовна Емельянова,68 33 955216,"г. Минеральные Воды, алл. Льва Толстого, д. 31, 637618",+7 (091) 660-10-02
295,Исаев Эмиль Авдеевич,41 20 380658,"д. Находка, ул. Краснознаменная, д. 87 стр. 64, 230848",+7 001 841 86 20
296,Гедеон Ильич Лапин,38 13 337686,"клх Оренбург, бул. Урожайный, д. 3/2 стр. 51, 195151",+7 922 685 9262
297,Дмитриева Любовь Борисовна,95 97 416212,"клх Нягань, ш. Магистральное, д. 622 к. 86, 119642",+7 522 655 76 76
298,Фокин Иннокентий Теймуразович,87 91 449663,"д. Тында, пер. Угловой, д. 2/7 к. 41, 030587",+7 (105) 524-72-86
299,Дементьев Всеслав Валерианович,41 36 968034,"клх Ардон, пр. Попова, д. 219 стр. 3/1, 521310",86227284765
300,Макаров Герман Ануфриевич,66 92 829019,"д. Железногорск(Курск.), пр. Олега Кошевого, д. 9/5, 362418",8 236 903 62 89
301,Онуфрий Тарасович Сергеев,19 98 591190,"клх Ржев, наб. Приозерная, д. 615, 342811",+7 (904) 383-0341
302,Вишнякова Ольга Аскольдовна,82 82 147054,"г. Миллерово, наб. Запорожская, д. 9/4, 652156",8 (182) 096-7904
303,Ярослав Бенедиктович Селиверстов,30 29 815520,"ст. Диксон, алл. О.Кошевого, д. 8 стр. 55, 960633",89129710248
304,Давыд Ерофеевич Сорокин,21 73 198685,"д. Ногинск (Моск.), ул. Кирпичная, д. 57 к. 5/8, 197054",8 692 758 95 51
305,Андроник Антонович Гришин,97 62 630519,"п. Воронеж, пр. Аэродромный, д. 2/4 к. 8/2, 778711",+7 (166) 365-15-59
306,Андреева Ирина Робертовна,72 37 836405,"с. Домбай, алл. Суворова, д. 196 стр. 7, 303064",+72121461476
307,Евгения Альбертовна Тарасова,77 37 802173,"ст. Макаров, алл. Тимирязева, д. 8/8, 659608",83199255027
308,Лыткин Орест Евсеевич,28 73 431777,"ст. Гремячинск (Перм.), пр. Фестивальный, д. 733 стр. 79, 533905",8 044 817 7665
309,Фадеева Лора Вадимовна,55 79 546535,"с. Одинцово, пер. Тополиный, д. 7/5, 491111",+7 961 798 1789
310,Екатерина Дмитриевна Носова,14 95 403986,"г. Каменск-Уральский, ул. 60 лет Октября, д. 7/7 к. 953, 444630",8 000 258 95 52
311,Карпова Евдокия Юрьевна,83 65 353578,"ст. Чебоксары, алл. Разина, д. 66 к. 46, 281964",8 (253) 110-6092
312,Лыткина Анжелика Филипповна,13 89 841947,"клх Гудермес, бул. Фурманова, д. 43 к. 4, 640412",+7 911 791 1244
313,тов. Сысоев Емельян Тимурович,33 21 181140,"ст. Апатиты, ул. Станиславского, д. 736 к. 8, 240299",+7 155 799 8028
314,Белякова Акулина Семеновна,42 25 302212,"ст. Ноглики, алл. Красноармейская, д. 3, 124473",+7 584 776 86 34
315,Ирина Никифоровна Орлова,32 35 820431,"ст. Карачаевск, пр. Седова, д. 7/5 стр. 2, 639551",8 (208) 496-49-85
316,Марков Пахом Гаврилович,60 13 220219,"г. Кашира, наб. Попова, д. 25 стр. 650, 795381",8 493 831 84 91
317,Кудряшова Лариса Кузьминична,83 92 542237,"г. Сыктывкар, ул. Прохладная, д. 2/2 к. 3/6, 390409",+7 742 608 8050
318,Наина Кузьминична Егорова,18 70 199740,"с. Валаам, ш. Комарова, д. 1/7 стр. 8, 159103",+7 021 563 2135
319,Иванна Аскольдовна Макарова,78 10 821673,"г. Кулунда, бул. Воровского, д. 3 к. 89, 252967",+7 883 977 45 73
320,Борис Ильич Наумов,21 43 903421,"клх Буйнакск, пр. Таежный, д. 40, 637153",88854728123
321,Раиса Геннадьевна Гуляева,56 59 574409,"г. Лабинск, алл. Дзержинского, д. 227 к. 830, 407875",+71815632686
322,Моисей Бориславович Васильев,75 52 155739,"п. Магас, пр. Смоленский, д. 9, 861031",+7 (100) 943-1814
323,Карпова Марфа Болеславовна,38 89 833491,"с. Карачаевск, ш. Одесское, д. 5, 012897",+73251225720
324,Демьян Евсеевич Бобылев,95 70 548709,"клх Алдан, наб. Монтажников, д. 873 стр. 500, 882211",+75775847457
325,Рожкова Регина Эльдаровна,11 55 415761,"к. Торжок, бул. Колхозный, д. 46 стр. 85, 396531",+7 (614) 878-2455
326,Ирина Константиновна Пономарева,60 85 537564,"ст. Элиста, пр. Смирнова, д. 5, 072728",+79824741407
327,Варвара Альбертовна Емельянова,15 37 396765,"с. Нижний Тагил, ш. Советское, д. 642 стр. 9, 142369",+7 430 753 66 61
328,Феоктист Феодосьевич Ларионов,43 48 726040,"клх Камышлов, алл. Баумана, д. 54 к. 849, 661287",8 857 567 6670
329,Вышеслав Ефимьевич Устинов,81 13 904016,"п. Юровск, пер. Кирова, д. 762 стр. 878, 104159",+7 497 501 98 03
330,Горшкова Вера Дмитриевна,76 28 689351,"клх Минусинск, ул. Водников, д. 21 стр. 229, 331708",8 (601) 467-23-84
331,Эмилия Васильевна Горбунова,88 97 560461,"п. Дмитров, бул. Слободской, д. 98 стр. 87, 419754",8 617 662 04 71
332,Морозова Юлия Павловна,82 59 111554,"п. Снежногорск (Мурм.), пр. Энергетический, д. 925 стр. 95, 812259",8 724 461 7679
333,Селезнева Светлана Захаровна,94 33 704020,"д. Челябинск, пер. 50 лет ВЛКСМ, д. 300 к. 21, 753312",8 610 941 01 75
334,Захаров Любим Борисович,87 90 981516,"п. Хужир, алл. Привольная, д. 8 стр. 5/4, 268319",+7 130 205 6981
335,Сысоева Светлана Святославовна,53 33 815507,"д. Соль-Илецк, наб. 70 лет Октября, д. 81 стр. 7/2, 284117",+7 (098) 503-4465
336,Игнатьев Иларион Ярославович,18 30 402062,"д. Березники, бул. Заозерный, д. 5/1 стр. 556, 502385",+7 371 990 5169
337,Владислав Егорович Владимиров,88 20 678211,"г. Тайшет, алл. Котовского, д. 8/5 стр. 10, 389608",8 (066) 266-82-17
338,Мефодий Феодосьевич Русаков,25 88 485570,"п. Видное, ул. Моховая, д. 9/1 стр. 230, 272405",8 934 296 7111
339,тов. Самсонов Ефим Феофанович,42 79 315860,"ст. Усть-Илимск, ш. Владимирское, д. 6 к. 705, 413283",+78315203771
340,Матвеев Харитон Теймуразович,12 73 976950,"г. Лабытнанги, пр. Мая 1, д. 866 стр. 733, 680408",8 095 493 0596
341,Колесников Константин Фомич,64 17 946616,"п. Омск, бул. Ручейный, д. 50 к. 2, 845960",84544901495
342,Потап Августович Абрамов,43 32 565367,"с. Усть-Кулом, пр. Майский, д. 949, 172444",8 (232) 290-31-02
343,Волкова Таисия Евгеньевна,97 74 561697,"к. Амурск, ш. К.Маркса, д. 693 стр. 818, 813359",8 616 420 5955
344,Куприян Аксёнович Сорокин,62 93 492917,"к. Егорьевск, ул. Веселая, д. 95 стр. 4, 902611",+7 (989) 868-1809
345,Филиппова Ираида Георгиевна,70 94 649923,"к. Королев, алл. Макарова, д. 2 к. 77, 158815",8 (937) 639-28-36
346,Осипов Конон Измаилович,96 84 798249,"г. Поронайск, пер. Тенистый, д. 4/3 к. 1/3, 648712",+7 602 128 8665
347,Кулакова Кира Васильевна,26 61 830782,"д. Шумиха, ул. Трудовая, д. 757 стр. 7/5, 229812",+7 995 765 7289
348,Матвей Анисимович Воронцов,45 22 343545,"к. Оренбург, ш. Водопроводное, д. 40 к. 9/5, 154214",+77732449134
349,Панфилова Глафира Алексеевна,28 22 316890,"г. Сунтар, наб. Одесская, д. 7, 827411",8 (674) 124-15-13
350,Егорова Оксана Степановна,19 51 264340,"г. Ряжск, бул. Карла Маркса, д. 18, 329633",+77272742318
351,Наумов Юлиан Глебович,37 10 555416,"с. Кулу, пр. Белорусский, д. 8 стр. 44, 776958",8 (413) 146-75-36
352,Валерия Макаровна Игнатова,24 32 587310,"ст. Стерлитамак, пер. Морозова, д. 50 к. 9, 608545",8 676 640 47 35
353,Ефрем Владленович Беляков,91 15 423496,"д. Щелково, алл. Южная, д. 661 к. 9, 083583",+7 (863) 425-56-38
354,Светлана Борисовна Овчинникова,41 11 137827,"г. Енисейск, наб. Железнодорожная, д. 13 к. 2, 624111",8 (600) 892-1963
355,Соломон Адамович Антонов,87 49 922892,"п. Волгодонск, бул. Ермака, д. 5/7 к. 936, 748836",+7 765 817 3906
356,Велимир Ефстафьевич Миронов,39 67 487786,"г. Ухта, алл. Пожарского, д. 31, 978930",8 (464) 520-59-96
357,Шилов Селиван Эдуардович,10 44 823934,"к. Славгород, пр. Широкий, д. 761 стр. 30, 237106",8 (287) 286-60-41
358,Ираида Семеновна Маркова,65 47 854914,"п. Любань, бул. Логовой, д. 9 стр. 8, 352287",+7 562 271 0433
359,Валентин Ануфриевич Ефремов,98 22 663852,"г. Нижнеудинск, пер. Космический, д. 1 стр. 54, 945964",8 (831) 921-3424
360,Феврония Натановна Суханова,82 23 232858,"п. Звенигород, ш. Инженерное, д. 31, 270510",+7 (876) 754-81-38
361,Савватий Ильич Никифоров,60 58 911513,"д. Качканар, бул. Литейный, д. 96, 741865",+7 (057) 563-98-36
362,г-жа Зуева Майя Станиславовна,57 32 883945,"д. Минеральные Воды, ул. Жукова, д. 9 к. 194, 760440",80797727810
363,Виктория Вячеславовна Беспалова,57 13 742693,"с. Голицыно, пр. Овражный, д. 2, 390552",85806601382
364,Кирилл Герасимович Пахомов,44 20 280968,"клх Агинское (Забайк.), наб. 60 лет Октября, д. 257 к. 2/2, 212590",+7 (035) 713-43-24
365,Клавдий Викентьевич Воронцов,16 58 840204,"п. Калач, алл. Тепличная, д. 5 к. 5/2, 595587",+7 (096) 289-36-54
366,Таисия Ивановна Тарасова,36 53 833640,"п. Снежинск, ул. Пограничная, д. 37 к. 6/6, 905150",+7 (675) 512-54-27
367,Корнилов Яков Филиппович,79 33 888576,"с. Корсаков, бул. Королева, д. 8 к. 5/1, 816649",8 902 824 98 39
368,Аполлинарий Бенедиктович Никифоров,27 26 795632,"с. Пенза, пр. Советский, д. 33, 412336",+7 328 507 25 17
369,Сысоева Олимпиада Мироновна,80 97 513188,"ст. Владикавказ, алл. Карла Маркса, д. 66 к. 7, 815790",+7 (923) 555-8099
370,Чернов Евгений Андреевич,60 19 776936,"с. Вилюйск, пр. Осенний, д. 3/5 к. 7, 046226",8 (171) 516-0252
371,Кузнецова Пелагея Ниловна,83 74 502642,"к. Рославль, бул. Пограничный, д. 9/6 к. 6/9, 126861",+7 (059) 438-97-60
372,Емельянов Родион Иосифович,69 46 141779,"к. Рославль, бул. Чапаева, д. 384 к. 6, 075409",+7 508 632 18 12
373,Кир Изотович Лыткин,28 91 617420,"ст. Троицко-Печорск, пр. Дорожный, д. 155 стр. 29, 815466",+7 241 613 9449
374,Алла Максимовна Дроздова,75 79 995739,"ст. Сальск, бул. Производственный, д. 9 к. 396, 406306",+7 (447) 951-33-05
375,Ювеналий Фокич Сафонов,38 18 741084,"д. Оха, пер. Первомайский, д. 6 к. 6, 277382",8 460 917 85 13
376,Лука Филимонович Муравьев,77 57 418801,"п. Якутск, алл. Есенина, д. 7/1 стр. 9, 368269",+7 163 319 42 26
377,Наина Эльдаровна Матвеева,80 62 469124,"клх Воскресенск, бул. Карла Маркса, д. 4/7 стр. 8/5, 226408",8 721 696 6630
378,Овчинникова Анжелика Эльдаровна,89 38 245303,"к. Шуя, алл. Дорожников, д. 750, 275327",+7 (524) 103-9773
379,Дарья Рубеновна Овчинникова,97 87 565204,"ст. Ессентуки, пр. Ленинский, д. 906, 616481",88077046056
380,Владилен Бориславович Куликов,75 90 781186,"клх Зеленогорск (Ленин.), пр. Лазо, д. 83 к. 24, 177345",+77574949022
381,Фомин Феоктист Иосипович,76 46 127200,"клх Ершов, бул. Маяковского, д. 8/5 стр. 32, 643039",+72904588679
382,Красильников Сидор Жанович,31 54 775127,"ст. Стрежевой, алл. Невского, д. 77 стр. 415, 332491",+7 (577) 908-3350
383,Прасковья Афанасьевна Дорофеева,61 90 203641,"с. Хасавюрт, алл. Владимирская, д. 3 стр. 83, 094841",+7 (128) 403-3399
384,Шарова Алла Кузьминична,71 69 203043,"с. Гдов, ул. Металлургов, д. 91 к. 89, 909617",+7 (997) 046-9472
385,Селиверстова Клавдия Захаровна,52 74 606755,"к. Ухта, наб. Щетинкина, д. 127 стр. 9, 722164",+7 758 231 33 48
386,Орлова Клавдия Юрьевна,49 50 903650,"к. Енисейск, ш. Димитрова, д. 32, 879643",+77452455574
387,Агата Ниловна Павлова,64 82 512658,"клх Дивногорск, ш. Бульварное, д. 533 к. 6, 566588",+7 (398) 741-1325
388,Алина Натановна Пахомова,71 85 592696,"к. Шереметьево, пр. Привокзальный, д. 505 стр. 8, 172156",+7 (294) 938-17-35
389,Наумова Светлана Кирилловна,83 79 899840,"ст. Борзя, бул. Матросова, д. 8 стр. 62, 375534",+79021666708
390,Кудряшов Амос Юльевич,17 75 491616,"к. Цимлянск, бул. Ленинградский, д. 991 к. 982, 979316",+77725129578
391,Куприян Абрамович Ефремов,98 65 122527,"г. Кимры, пр. Короткий, д. 4 к. 9, 395923",+7 (342) 108-90-28
392,Елизавета Григорьевна Медведева,54 18 443367,"с. Курумкан, алл. Крылова, д. 227, 073607",8 (633) 691-12-89
393,Варвара Рудольфовна Гришина,76 25 270795,"с. Калевала, ул. 9 мая, д. 8, 817006",8 615 541 64 31
394,Савва Аверьянович Селиверстов,93 92 949524,"г. Диксон, алл. Зеленая, д. 38, 700934",8 962 622 8225
395,тов. Маслов Ярослав Марсович,24 30 131436,"г. Ардон, ул. Чайкиной, д. 126 к. 9/3, 105316",+7 177 687 29 04
396,Прохоров Тимур Иосифович,70 70 369338,"с. Холмогоры, алл. Новосельская, д. 42, 164913",+7 (424) 579-8894
397,Галактион Александрович Дементьев,26 51 542521,"ст. Камень-на-Оби, ул. Волгоградская, д. 732, 097753",86737948714
398,Дорофей Дмитриевич Александров,93 75 453737,"клх Владикавказ, ш. Володарского, д. 2 стр. 7, 821371",+7 842 547 68 18
399,Раиса Георгиевна Баранова,33 60 959860,"п. Новгород Великий, пер. Деповский, д. 985 стр. 38, 212932",8 (963) 406-4686
400,Субботин Ладимир Ааронович,70 69 437558,"клх Усть-Кулом, наб. Снежная, д. 306 стр. 37, 626693",+7 (513) 426-1923
401,Макар Августович Кабанов,66 28 804892,"д. Волхов, пер. Ермака, д. 57 стр. 889, 154064",+7 769 274 38 11
402,Якушев Серафим Феликсович,87 86 480160,"клх Воронеж, ш. Томское, д. 9 к. 7, 510173",87396417899
403,Марина Аскольдовна Елисеева,58 87 644176,"д. Владивосток, ш. Волочаевское, д. 7, 057798",+7 660 392 0514
404,Ипполит Ильясович Зыков,62 13 864472,"п. Кяхта, ш. Коммунистическое, д. 8 к. 3, 885652",8 (155) 983-54-11
405,Кабанова Евгения Мироновна,91 61 428124,"ст. Ступино, наб. Бабушкина, д. 3 к. 15, 394884",8 (826) 913-1196
406,Мина Тихонович Кузьмин,43 28 850663,"ст. Магадан, пер. Нижний, д. 4 стр. 1/4, 407333",+7 (732) 043-0977
407,г-жа Тихонова Евгения Семеновна,63 81 678002,"клх Кудымкар, ш. Жданова, д. 7 стр. 6, 585125",+7 (892) 187-8519
408,Турова Таисия Дмитриевна,39 54 852420,"д. Белорецк, пер. Бабушкина, д. 7/2 к. 90, 805721",8 149 409 7626
409,Лазарь Игнатович Жуков,37 94 574073,"ст. Улан-Удэ, пер. Островского, д. 690 стр. 219, 233922",+7 715 116 9666
410,Евгения Болеславовна Никифорова,99 70 245237,"клх Руза, пр. Революционный, д. 74 к. 63, 571840",80805120800
411,Лихачев Ферапонт Марсович,51 59 421140,"п. Юровск, алл. Красноярская, д. 2 к. 69, 728270",80814415298
412,Степанов Юлий Игоревич,31 22 621824,"ст. Северобайкальск, бул. Песчаный, д. 4, 237360",8 079 181 5899
413,Трифон Германович Бобров,99 78 647013,"с. Камень-на-Оби, бул. Кузнецова, д. 7/7 к. 870, 587964",8 (408) 031-49-98
414,Лукина Алевтина Альбертовна,32 92 428889,"п. Нижний Тагил, ул. Блюхера, д. 68 стр. 831, 351373",89006314035
415,Фомичев Олег Андреевич,32 59 966723,"д. Котельнич, бул. Отрадный, д. 5/4 стр. 7, 666437",+79060723111
416,Большаков Гурий Дмитриевич,30 72 169730,"д. Луга, ш. Лесхозное, д. 416 к. 487, 807711",+7 (062) 113-6957
417,Прасковья Георгиевна Комиссарова,28 66 726001,"г. Хатанга, алл. Пугачева, д. 3, 730662",+78132357071
418,Гостомысл Викторович Хохлов,41 87 654231,"г. Бодайбо, пер. Северный, д. 65 к. 421, 609069",+7 309 810 79 64
419,Изот Эдгардович Костин,97 88 505554,"клх Сергиев Посад, алл. Смирнова, д. 4 к. 34, 425064",+7 (076) 836-25-36
420,Зуева Мария Рубеновна,63 63 582954,"к. Петрозаводск, бул. Высокий, д. 43, 957865",+73627187496
421,Глеб Теймуразович Колобов,16 35 327727,"с. Апшеронск, алл. 50 лет Победы, д. 34 стр. 4/3, 573275",89801110005
422,Алексеев Ермил Ефремович,21 50 474023,"д. Моздок, ш. Волкова, д. 6/3 стр. 5, 822261",8 (962) 887-4312
